IncidentDate,Time,MGRS,Latitude,Longitude,Adm2,Adm0,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,Adm1,ConflictOrCrimeOriented
9/15/2022,,37PDK7828097780,9.026437545,38.8023853,,Addis Ababa,No,,No,Arrests,GOE Security forces,Individuals,Crime,Three inviduals arrested for carrying fake currency,0,0,No,No,,,Crime oriented
9/14/2022,,37PEN7881526628,11.09544773,39.72167935,Kombolcha,Amhara,No,,No,Arrests,GOE,Suspected Individuals,Crime,Authorites arrested 105 suspected to be TPLF operatives,0,0,No,No,,,Crime oriented
9/14/2022,,37PEQ4921191042,13.48704153,39.45470984,Mekele,Tigray,Yes,Drone,Yes,Drone Strike,ENDF,Mekelle University,Explosive/Remote Violence,"ENDF allegedly conducted a drone strike, hitting Mekele University's Adi Haki Campus",0,0,No,No,,,Conflict orinted
9/14/2022,,37PEQ4802392622,13.50134469,39.4437557,Mekele,Tigray,Yes,Drone,Yes,Drone Strike,ENDF,Residential neighborhood,Explosive/Remote Violence,A drone strike hit a target in a residential neighborhood in Mekele,0,0,No,No,,,Conflict oriented
9/13/2022,,37PFP0243574885,12.43543699,39.94249521,,Afar,No,,No,Armed Clash,TPLF,Yallo district,Crime,TPLF allegedly captured the Yallo Woreda,0,0,No,No,,Fanti,Conflict oriented
9/13/2022,,37PAQ9260233702,12.95353923,36.16688803,,Amhara,No,,Yes,Armed Clash,TPLF & ENDF,Unclear,Crime,Fighting erupted between TPLF and GOE forces in vicinity of the Ethio-Sudan border,0,0,No,No,,West Gondar,Conflict oriented
9/13/2022,,37PBL9025593434,9.886228474,37.08719369,,Oromia,,,Yes,Armed Clash,OLA,Local militias,Crime,"OLA militants attack reported in Horo Guduru zone in West Oromia. According to government communications office, the attackers killed local militias and residents living in Jardega Jarte district areas. The attacks was after one top OLA leaders Jal Urji killed by Ethiopian Security Forces",1,0,No,No,local Communication office,Horo Gudru Wellega,conflict oriented
9/9/2022,,37PDK7364396757,9.017152981,38.76019629,,Addis Ababa,No,,No,Arrests,GOE,TPLF infiltrators,Crime,Police arrested 19 individuals for suspected connection with TPLF infiltrators,0,0,No,No,,,Crime oriented
9/9/2022,,37PER5108579547,14.28725589,39.47364081,Adigrat,Tigray,No,,Yes,Crime,Eritrean foces,Unclear,Explosive/Remote Violence,"Eritrean forces allegedly shelled Adigrat town, killing 5 and wounding 14",5,14,No,No,,,Conflict oriented
9/7/2022,,37PER5116178480,14.277605,39.474326,Adigrat,Tigray,No,,Yes,Crime,Eritrean foces,Unclear,Explosive/Remote Violence,"Eritrean forces allegedly shlled the outskirts of Adigrat and took offensive positions in Rama, Tserona, Zalambessa, and Dallol",0,0,No,No,,,Conflict/ Crime oriented
9/6/2022,,37PCP3254593971,12.60523,37.458379,Gondar,Amhara,No,,No,Arrests,local authority,Individual suspects,Crime,Authorities intercepted 308 Turkish-made weapons and arrested two suspects at the Atat checkpoint in Azezo-Teda Sub-city.,0,0,No,No,,Gondar City,Crime oriented
9/5/2022,,37PDQ7787514288,12.793321,38.796141,Woleh,Amhara,No,,Yes,Assasination,TPLF,Civilians,Crime,TPLF reportedly killed 10 civilians in one household,10,0,No,No,,Wag Hemra,Crime orineted
9/2/2022,,37PEM9847904821,9.99344,39.898524,Shewa Robit City,Amhara,No,,Yes,Assasination,UAG,Mayor of Shewa Robet city,Crime,"Assailants assassinated Wobishet Ayalew, Mayor of Shewa Robit City",1,0,No,No,,,Crime crime
9/1/2022,,37PDQ7191213109,12.782607,38.74121,,Amhara,No,,Yes,Armed Clash,TPLF,Unclear,Crime,"TPLF allegedly launched attack on Wag Hemra from three directions, Kedamit, Tsemera, and Hamusit in Wag Hemra Zone",0,0,No,No,,Wag Hemra,conflict/poltical
8/31/2022,,37PDK6010042815,8.529147,38.637455,,Oromia,No,,Yes,Armed Clash,UAG,Truck & Bus drivers,Crime,Unidentified armed group ambushed three trucks and one public van on the B51 road from Butajira north to Addis Ababa. A truck driver was killed and others fled into the forest during the attack.,1,0,No,No,,West Shewa,Crime oriented
8/30/2022,,37PBM8116512055,10.054065,37.003307,Agamsa,Oromia,No,,Yes,Intercommunal Violence,FANO,Civilians,Miscellaneous,FANO militants killed 55 ethnic Oromo citizens in an allegedly indiscrimate manner after the town was vacated by ENDF forces.,55,0,No,No,,Horo Gudru Wellega,conflict/political
8/29/2022,,38NMM8026670348,6.064594,44.821673,,Somali,No,,Yes,Intercommunal Violence,UAG,Civilians,Miscellaneous,Intercommuncal conflict was reported in which more than a dozen people were reportedly killed in the Alen area,Many,0,No,No,,Korahe,conflict oriented
8/27/2022,,37PFM6061873682,10.614033,40.468246,Burka,Afar,No,,Yes,Armed Clash,OLA,Civilains,Crime,OLA/Shane allegedly killed an unspecified number of civilians in Burka Town,0,0,No,No,,Zone 5,Crime oriented
8/26/2022,,37PFM4366575012,10.626747,40.313358,,Afar,No,,Yes,Intercommunal Violence,Oromo & Afar ethinic group,Civilians,Miscellaneous,Fighting between ethnic Afaris and Oromos in Walgali and Jara Kebeles of Dalifage Woreda (Hari Zone). Unknown number of casualties on both sides,0,0,No,No,,Hari,Conflict oriented
8/26/2022,,37PFP0219776948,12.454097,39.940366,,Afar,No,,Yes,Crime/Killing,TPLF,Civilians,Explosive/Remote Violence,TPLF allegedly shelled Yalo Woreda killing two children and injuring 13 others,2,13,No,No,,Zone 4,Conflict oriented/Political
8/14/2022,,37PEK5885760257,8.686706536,39.53502625,,Oromia,No,,Yes,Armed Clash,FANO,Civilians,Crime,Armed forces calling themselves FANO from across the border in Amhara allegedly entered Hadchecha village in Bosat woreda and killed 8,8,0,No,No,,East Shewa,Conflict oriented
7/23/2022,,38NLL4769739197,4.876769276,43.6264837,,Somali,No,,Yes,Battle,Al Shabab,ENDF,Explosive/Remote Violence,EBC reports that AS forces were annihilated after being surounded resulting in 13 military vehicles destroyed and over 100 militants killed,100,0,No,No,EBC,Afdheer,Conflict oriented/Political
7/20/2022,,37PAL8076232083,9.324886059,36.09411628,,Oromia,No,,Yes,Armed Clash,UAG,Civilians,Crime,UAG reportedly opened fire on civilians around the Begeni area,0,0,No,No,,West Wollega,Conflict Oriented/Crime
7/20/2022,,37PCL6363877192,9.742491462,37.75683648,,Oromia,No,,Yes,Armed Clash,,OLA & ENDF,Crime,OLA/Shene and GOE forces engaged in armed clash,0,0,No,No,,West Shewa,Conflict oriented
7/20/2022,,38NKL4354211537,4.624163848,42.68842891,,Somali,No,,Yes,Armed Clash,Al Shabab,Civilians,Crime,"AS militants crossed border into Afdheer Zone and conducted a deadly attack on kebeles in border areas of Bare, Godgod and Kohle woredas in retaliation for killing of an AS leader in mountains of Elkare woreda.",100,0,No,No,,Afdheer,Conflict oriented/Political
7/19/2022,,37PDL7262429261,9.311146022,38.75072063,Chancho,Oromia,No,,Yes,Armed Clash,,ENDF & OLA,Crime,ENDF and OLA/Shene reportedly clashed around Chancho Town,0,0,No,No,,North Shewa,Conflict oriented
7/16/2022,,37NDH3206197226,7.211964727,38.38462895,,Oromia,No,,Yes,Assasination,OLA,local auhority,Crime,Chairperson of Kurbeti Kebele shot dead after allegedly killing two OLA/Shene members in retaliation for son's death,1,0,No,No,,West Arsi,Crime Oriented
7/16/2022,,37PCL8422215626,9.186370044,37.94616287,Ilfata,Oromia,No,,Yes,Armed Clash,,OLA & ENDF,Crime,OLA/Shene and ENDF armed clash reported around Ilfata district resulting in road between Ambo and Nekemte closed in vicinity of Toke Kotaye,0,0,No,No,,West Shewa,Conflict oriented
7/14/2022,,37NCG6315411371,5.529809934,37.76459101,,SNNP,No,,Yes,Armed Clash,UAG,Civilians/farmers,Crime,UAGs from West Guji allegedly opened fire on farmers in Burji Special Woreda killing three individuals,3,0,No,No,,West Guji,Conflict oriented
,,37PDQ9415749389,13.1108,38.9461,,Amhara,No,,Yes,Armed Clash,Amhra forces & Tigray forces,,Crime,Fighting between Amharan forces and Tigrayan forces allegedly broke out leading to an unknown number killed.,Unknown,0,No,No,,Wag Hemra,conflict oriented
,,37NDG1952225271,5.656385808,38.27327507,,Oromia,No,,Yes,Armed Clash,ENDF & UAG,Unclear,Crime,"Sources have reported an armed clash between government security forces and an unknown Armed Group in Megeda Kebele, located in the Bule Hora woreda of the West Guji Zone within the Oromia Region. The clash is said to have caused a temporary travel disruption on the main road connecting Bule Hora and Yabelo",0,0,No,No,,West Guji,conflict oriented
